target_node_accession	transferred_cell_label	source_taxonomy	source_node_accession	algorithm_name	comment
CS202210140_152	L6 IT Car3	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bbbf984b37		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_153	L6 IT Car3	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bbbf984b37		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_176	L2/3 IT	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:58570ade17		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_237	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_241	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_242	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_243	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_244	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_248	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_249	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_250	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_251	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_252	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_253	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_254	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_255	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_256	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_257	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_258	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_259	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_260	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_261	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
